month,total.total,timeRange.start,timeRange.end
2016-07-08T00:00:00.000Z,2616810,2016-07-08T00:00:00.000Z,2016-07-09T00:00:00.000Z
2016-07-09T00:00:00.000Z,2774057,2016-07-09T00:00:00.000Z,2016-07-10T00:00:00.000Z
2016-07-10T00:00:00.000Z,2809053,2016-07-10T00:00:00.000Z,2016-07-11T00:00:00.000Z
2016-07-11T00:00:00.000Z,2685644,2016-07-11T00:00:00.000Z,2016-07-12T00:00:00.000Z
2016-07-12T00:00:00.000Z,2681689,2016-07-12T00:00:00.000Z,2016-07-13T00:00:00.000Z
2016-07-13T00:00:00.000Z,2652278,2016-07-13T00:00:00.000Z,2016-07-14T00:00:00.000Z
2016-07-14T00:00:00.000Z,2537805,2016-07-14T00:00:00.000Z,2016-07-15T00:00:00.000Z
2016-07-15T00:00:00.000Z,2502373,2016-07-15T00:00:00.000Z,2016-07-16T00:00:00.000Z
2016-07-16T00:00:00.000Z,2601543,2016-07-16T00:00:00.000Z,2016-07-17T00:00:00.000Z
2016-07-17T00:00:00.000Z,2710299,2016-07-17T00:00:00.000Z,2016-07-18T00:00:00.000Z
2016-07-18T00:00:00.000Z,2693452,2016-07-18T00:00:00.000Z,2016-07-19T00:00:00.000Z
2016-07-19T00:00:00.000Z,2630384,2016-07-19T00:00:00.000Z,2016-07-20T00:00:00.000Z
2016-07-20T00:00:00.000Z,2607709,2016-07-20T00:00:00.000Z,2016-07-21T00:00:00.000Z
2016-07-21T00:00:00.000Z,2434971,2016-07-21T00:00:00.000Z,2016-07-22T00:00:00.000Z
2016-07-22T00:00:00.000Z,2550661,2016-07-22T00:00:00.000Z,2016-07-23T00:00:00.000Z
2016-07-23T00:00:00.000Z,2627687,2016-07-23T00:00:00.000Z,2016-07-24T00:00:00.000Z
2016-07-24T00:00:00.000Z,2638988,2016-07-24T00:00:00.000Z,2016-07-25T00:00:00.000Z
2016-07-25T00:00:00.000Z,2539731,2016-07-25T00:00:00.000Z,2016-07-26T00:00:00.000Z
2016-07-26T00:00:00.000Z,2554962,2016-07-26T00:00:00.000Z,2016-07-27T00:00:00.000Z
2016-07-27T00:00:00.000Z,2571475,2016-07-27T00:00:00.000Z,2016-07-28T00:00:00.000Z
2016-07-28T00:00:00.000Z,2510164,2016-07-28T00:00:00.000Z,2016-07-29T00:00:00.000Z
2016-07-29T00:00:00.000Z,2695168,2016-07-29T00:00:00.000Z,2016-07-30T00:00:00.000Z
2016-07-30T00:00:00.000Z,2871656,2016-07-30T00:00:00.000Z,2016-07-31T00:00:00.000Z
2016-07-31T00:00:00.000Z,2750514,2016-07-31T00:00:00.000Z,2016-08-01T00:00:00.000Z
2016-08-01T00:00:00.000Z,2671511,2016-08-01T00:00:00.000Z,2016-08-02T00:00:00.000Z
2016-08-02T00:00:00.000Z,2629397,2016-08-02T00:00:00.000Z,2016-08-03T00:00:00.000Z
2016-08-03T00:00:00.000Z,2578532,2016-08-03T00:00:00.000Z,2016-08-04T00:00:00.000Z
2016-08-04T00:00:00.000Z,2462811,2016-08-04T00:00:00.000Z,2016-08-05T00:00:00.000Z
2016-08-05T00:00:00.000Z,2594747,2016-08-05T00:00:00.000Z,2016-08-06T00:00:00.000Z
2016-08-06T00:00:00.000Z,2702981,2016-08-06T00:00:00.000Z,2016-08-07T00:00:00.000Z
2016-08-07T00:00:00.000Z,2694575,2016-08-07T00:00:00.000Z,2016-08-08T00:00:00.000Z
2016-08-08T00:00:00.000Z,2695655,2016-08-08T00:00:00.000Z,2016-08-09T00:00:00.000Z
2016-08-09T00:00:00.000Z,2521412,2016-08-09T00:00:00.000Z,2016-08-10T00:00:00.000Z
2016-08-10T00:00:00.000Z,2584465,2016-08-10T00:00:00.000Z,2016-08-11T00:00:00.000Z
2016-08-11T00:00:00.000Z,2436470,2016-08-11T00:00:00.000Z,2016-08-12T00:00:00.000Z
2016-08-12T00:00:00.000Z,2652482,2016-08-12T00:00:00.000Z,2016-08-13T00:00:00.000Z
2016-08-13T00:00:00.000Z,2714876,2016-08-13T00:00:00.000Z,2016-08-14T00:00:00.000Z
2016-08-14T00:00:00.000Z,2773710,2016-08-14T00:00:00.000Z,2016-08-15T00:00:00.000Z
2016-08-15T00:00:00.000Z,2734739,2016-08-15T00:00:00.000Z,2016-08-16T00:00:00.000Z
2016-08-16T00:00:00.000Z,2749661,2016-08-16T00:00:00.000Z,2016-08-17T00:00:00.000Z
2016-08-17T00:00:00.000Z,2645558,2016-08-17T00:00:00.000Z,2016-08-18T00:00:00.000Z
2016-08-18T00:00:00.000Z,2544062,2016-08-18T00:00:00.000Z,2016-08-19T00:00:00.000Z
